PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,__ParsedDate__,Year,Month,MonthName,YearMonth,Quarter,_SpendTemp_,__Delivery__,LeadDays
PO-00294,Epsilon_Group,6/20/2022,6/28/2022,MRO,Delivered,779,41.3,36.28,20,Yes,6/20/2022,2022,6,Jun,2022-06,2022Q2,41.3,6/28/2022,8
PO-00295,Delta_Logistics,2/21/2023,2/22/2023,Office Supplies,Delivered,1745,23.53,22.57,282,No,2/21/2023,2023,2,Feb,2023-02,2023Q1,23.53,2/22/2023,1
PO-00296,Delta_Logistics,5/13/2023,5/15/2023,Raw Materials,Delivered,1783,16.96,15.8,295,Yes,5/13/2023,2023,5,May,2023-05,2023Q2,16.96,5/15/2023,2
PO-00297,Alpha_Inc,5/8/2023,5/22/2023,Office Supplies,Partially Delivered,1489,107.02,93.3,,Yes,8/5/2023,2023,8,Aug,2023-08,2023Q3,107.02,5/22/2023,-75
PO-00298,Alpha_Inc,8/7/2022,8/10/2022,Office Supplies,Delivered,296,40.38,35.25,,Yes,7/8/2022,2022,7,Jul,2022-07,2022Q3,40.38,10/8/2022,92
PO-00299,Epsilon_Group,2/15/2023,2/27/2023,MRO,Delivered,885,88.28,80.8,31,Yes,2/15/2023,2023,2,Feb,2023-02,2023Q1,88.28,2/27/2023,12
PO-00300,Epsilon_Group,3/2/2022,3/6/2022,Raw Materials,Pending,1512,33.25,30.15,53,Yes,2/3/2022,2022,2,Feb,2022-02,2022Q1,33.25,6/3/2022,120
PO-00301,Delta_Logistics,6/18/2022,6/26/2022,Office Supplies,Delivered,252,73.12,67.64,,No,6/18/2022,2022,6,Jun,2022-06,2022Q2,73.12,6/26/2022,8
PO-00302,Alpha_Inc,1/24/2023,,Electronics,Cancelled,1257,83.13,81.89,30,Yes,1/24/2023,2023,1,Jan,2023-01,2023Q1,83.13,,
PO-00303,Alpha_Inc,1/3/2022,1/20/2022,Packaging,Delivered,172,63.61,55.92,4,Yes,3/1/2022,2022,3,Mar,2022-03,2022Q1,63.61,1/20/2022,-40
PO-00304,Epsilon_Group,2/4/2023,2/5/2023,Packaging,Pending,450,55.85,49.88,9,Yes,4/2/2023,2023,4,Apr,2023-04,2023Q2,55.85,5/2/2023,30
PO-00305,Gamma_Co,9/29/2022,10/15/2022,Electronics,Delivered,816,48.95,43.42,45,Yes,9/29/2022,2022,9,Sep,2022-09,2022Q3,48.95,10/15/2022,16
PO-00306,Epsilon_Group,4/11/2023,4/25/2023,Packaging,Delivered,343,44.5,38.57,7,Yes,11/4/2023,2023,11,Nov,2023-11,2023Q4,44.5,4/25/2023,-193
PO-00307,Gamma_Co,10/20/2022,11/5/2022,MRO,Delivered,329,97.87,85.35,21,No,10/20/2022,2022,10,Oct,2022-10,2022Q4,97.87,5/11/2022,-162
PO-00308,Alpha_Inc,3/10/2023,3/25/2023,Electronics,Delivered,1910,90.69,85.8,,Yes,10/3/2023,2023,10,Oct,2023-10,2023Q4,90.69,3/25/2023,-192
PO-00309,Epsilon_Group,12/15/2023,12/18/2023,MRO,Delivered,933,107.99,104.29,29,Yes,12/15/2023,2023,12,Dec,2023-12,2023Q4,107.99,12/18/2023,3
PO-00310,Delta_Logistics,7/24/2023,7/29/2023,Raw Materials,Delivered,1683,23.09,21.88,253,Yes,7/24/2023,2023,7,Jul,2023-07,2023Q3,23.09,7/29/2023,5
PO-00311,Beta_Supplies,11/9/2023,11/18/2023,Packaging,Pending,247,84.11,71.97,,Yes,9/11/2023,2023,9,Sep,2023-09,2023Q3,84.11,11/18/2023,68
PO-00312,Alpha_Inc,5/14/2023,6/2/2023,MRO,Delivered,1031,102.01,98.65,,Yes,5/14/2023,2023,5,May,2023-05,2023Q2,102.01,2/6/2023,-97
PO-00313,Alpha_Inc,6/8/2022,6/19/2022,Packaging,Delivered,1980,26.97,24.16,41,Yes,8/6/2022,2022,8,Aug,2022-08,2022Q3,26.97,6/19/2022,-48
PO-00314,Epsilon_Group,7/14/2022,8/3/2022,Raw Materials,Delivered,1584,16.46,14.2,57,Yes,7/14/2022,2022,7,Jul,2022-07,2022Q3,16.46,3/8/2022,-128
PO-00315,Beta_Supplies,10/31/2022,11/15/2022,Office Supplies,Delivered,801,80.15,70.91,,Yes,10/31/2022,2022,10,Oct,2022-10,2022Q4,80.15,11/15/2022,15
PO-00316,Beta_Supplies,8/11/2022,8/25/2022,Packaging,Delivered,193,63.86,57.46,,Yes,11/8/2022,2022,11,Nov,2022-11,2022Q4,63.86,8/25/2022,-75
PO-00317,Beta_Supplies,3/1/2022,3/5/2022,Raw Materials,Delivered,658,86.62,79.85,72,Yes,1/3/2022,2022,1,Jan,2022-01,2022Q1,86.62,5/3/2022,120
PO-00318,Epsilon_Group,8/17/2023,9/4/2023,Electronics,Delivered,1274,24.72,23.36,37,Yes,8/17/2023,2023,8,Aug,2023-08,2023Q3,24.72,4/9/2023,-130
PO-00319,Epsilon_Group,7/10/2023,7/17/2023,Packaging,Partially Delivered,1197,88.92,78.82,31,Yes,10/7/2023,2023,10,Oct,2023-10,2023Q4,88.92,7/17/2023,-82
PO-00320,Gamma_Co,3/4/2022,3/12/2022,Electronics,Delivered,236,28.43,28.11,11,Yes,4/3/2022,2022,4,Apr,2022-04,2022Q2,28.43,12/3/2022,244
PO-00321,Gamma_Co,11/18/2022,12/3/2022,Raw Materials,Partially Delivered,1399,25.97,22.19,62,Yes,11/18/2022,2022,11,Nov,2022-11,2022Q4,25.97,3/12/2022,-251
PO-00322,Gamma_Co,2/28/2022,3/4/2022,Electronics,Delivered,513,24.91,22.58,29,Yes,2/28/2022,2022,2,Feb,2022-02,2022Q1,24.91,4/3/2022,34
PO-00323,Delta_Logistics,2/21/2022,3/4/2022,MRO,Delivered,1422,83.73,76.47,198,Yes,2/21/2022,2022,2,Feb,2022-02,2022Q1,83.73,4/3/2022,41
PO-00324,Alpha_Inc,8/22/2023,9/3/2023,Office Supplies,Delivered,1844,76.51,73.05,,Yes,8/22/2023,2023,8,Aug,2023-08,2023Q3,76.51,3/9/2023,-166
PO-00325,Gamma_Co,5/4/2023,,Electronics,Delivered,709,61.64,54.55,41,Yes,4/5/2023,2023,4,Apr,2023-04,2023Q2,61.64,,
PO-00326,Delta_Logistics,5/30/2023,6/15/2023,MRO,Delivered,813,45.68,41.78,,No,5/30/2023,2023,5,May,2023-05,2023Q2,45.68,6/15/2023,16
PO-00327,Delta_Logistics,6/28/2023,7/1/2023,Office Supplies,Delivered,1004,96.51,92.9,146,No,6/28/2023,2023,6,Jun,2023-06,2023Q2,96.51,1/7/2023,-172
PO-00328,Epsilon_Group,6/11/2022,6/15/2022,Raw Materials,Delivered,452,46.45,40.39,9,Yes,11/6/2022,2022,11,Nov,2022-11,2022Q4,46.45,6/15/2022,-144
PO-00329,Beta_Supplies,2/28/2022,3/12/2022,Raw Materials,Pending,1419,83.91,71.46,137,Yes,2/28/2022,2022,2,Feb,2022-02,2022Q1,83.91,12/3/2022,278
PO-00330,Beta_Supplies,6/5/2023,6/23/2023,Packaging,Delivered,1584,53.73,51.92,167,No,5/6/2023,2023,5,May,2023-05,2023Q2,53.73,6/23/2023,48
PO-00331,Gamma_Co,3/24/2022,4/11/2022,MRO,Pending,196,44.36,43.81,6,Yes,3/24/2022,2022,3,Mar,2022-03,2022Q1,44.36,11/4/2022,225
PO-00332,Alpha_Inc,7/10/2022,7/14/2022,Office Supplies,Delivered,1221,53.19,46.18,29,Yes,10/7/2022,2022,10,Oct,2022-10,2022Q4,53.19,7/14/2022,-85
PO-00333,Alpha_Inc,3/12/2022,3/26/2022,Packaging,Delivered,913,37.5,36.2,,Yes,12/3/2022,2022,12,Dec,2022-12,2022Q4,37.5,3/26/2022,-252
PO-00334,Alpha_Inc,9/2/2023,9/4/2023,Packaging,Delivered,1784,85.01,76.69,37,Yes,2/9/2023,2023,2,Feb,2023-02,2023Q1,85.01,4/9/2023,59
PO-00335,Delta_Logistics,3/11/2022,,Raw Materials,Delivered,1893,55.8,52.35,,Yes,11/3/2022,2022,11,Nov,2022-11,2022Q4,55.8,,
PO-00336,Delta_Logistics,11/23/2023,12/5/2023,Electronics,Pending,538,34.3,32.25,84,No,11/23/2023,2023,11,Nov,2023-11,2023Q4,34.3,5/12/2023,-195
PO-00337,Delta_Logistics,8/29/2022,9/15/2022,Office Supplies,Pending,978,94.15,87.7,149,No,8/29/2022,2022,8,Aug,2022-08,2022Q3,94.15,9/15/2022,17
PO-00338,Epsilon_Group,2/18/2023,3/6/2023,Raw Materials,Cancelled,1713,47.45,42.05,53,Yes,2/18/2023,2023,2,Feb,2023-02,2023Q1,47.45,6/3/2023,105
PO-00339,Delta_Logistics,5/3/2022,5/7/2022,Raw Materials,Pending,600,60.1,57.92,95,No,3/5/2022,2022,3,Mar,2022-03,2022Q1,60.1,7/5/2022,122
PO-00340,Alpha_Inc,8/7/2023,8/25/2023,Electronics,Pending,387,100.28,85.54,5,Yes,7/8/2023,2023,7,Jul,2023-07,2023Q3,100.28,8/25/2023,48
PO-00341,Alpha_Inc,9/10/2022,9/19/2022,MRO,Pending,921,68.83,59.13,22,Yes,10/9/2022,2022,10,Oct,2022-10,2022Q4,68.83,9/19/2022,-20
PO-00342,Beta_Supplies,8/16/2023,8/30/2023,MRO,Delivered,690,22.47,21.94,77,Yes,8/16/2023,2023,8,Aug,2023-08,2023Q3,22.47,8/30/2023,14
PO-00343,Alpha_Inc,9/1/2023,9/21/2023,Office Supplies,Cancelled,1852,104.04,94.89,36,Yes,1/9/2023,2023,1,Jan,2023-01,2023Q1,104.04,9/21/2023,255
PO-00344,Delta_Logistics,2/10/2022,2/28/2022,Electronics,Delivered,522,66.83,58.01,74,Yes,10/2/2022,2022,10,Oct,2022-10,2022Q4,66.83,2/28/2022,-216
PO-00345,Delta_Logistics,9/27/2023,10/6/2023,Electronics,Delivered,200,44.16,43.13,21,Yes,9/27/2023,2023,9,Sep,2023-09,2023Q3,44.16,6/10/2023,-109
PO-00346,Gamma_Co,3/25/2022,4/3/2022,Packaging,Delivered,1488,22.76,21.99,,Yes,3/25/2022,2022,3,Mar,2022-03,2022Q1,22.76,3/4/2022,-21
PO-00347,Epsilon_Group,3/6/2023,3/16/2023,Electronics,Delivered,1371,87.16,78.13,43,Yes,6/3/2023,2023,6,Jun,2023-06,2023Q2,87.16,3/16/2023,-79
PO-00348,Alpha_Inc,11/5/2023,,Office Supplies,Delivered,1684,73.05,62.53,,Yes,5/11/2023,2023,5,May,2023-05,2023Q2,73.05,,
PO-00349,Epsilon_Group,8/21/2023,8/27/2023,Electronics,Delivered,312,63.52,58.09,,Yes,8/21/2023,2023,8,Aug,2023-08,2023Q3,63.52,8/27/2023,6
PO-00350,Alpha_Inc,8/2/2023,8/21/2023,Packaging,Cancelled,1837,99.04,86.51,39,Yes,2/8/2023,2023,2,Feb,2023-02,2023Q1,99.04,8/21/2023,194
PO-00351,Beta_Supplies,6/20/2023,6/23/2023,MRO,Delivered,193,87.86,81.74,21,Yes,6/20/2023,2023,6,Jun,2023-06,2023Q2,87.86,6/23/2023,3
PO-00352,Beta_Supplies,11/20/2022,11/21/2022,Electronics,Delivered,395,24.83,23.96,31,Yes,11/20/2022,2022,11,Nov,2022-11,2022Q4,24.83,11/21/2022,1
PO-00353,Epsilon_Group,9/25/2022,10/12/2022,Electronics,Cancelled,673,39.58,35.83,25,Yes,9/25/2022,2022,9,Sep,2022-09,2022Q3,39.58,12/10/2022,76
PO-00354,Delta_Logistics,7/29/2022,8/12/2022,Office Supplies,Cancelled,1066,33.33,28.47,162,No,7/29/2022,2022,7,Jul,2022-07,2022Q3,33.33,12/8/2022,132
PO-00355,Gamma_Co,11/17/2023,11/23/2023,Packaging,Delivered,1645,85.42,80.78,73,No,11/17/2023,2023,11,Nov,2023-11,2023Q4,85.42,11/23/2023,6
PO-00356,Alpha_Inc,11/18/2022,11/29/2022,Electronics,Delivered,930,13.67,11.95,16,Yes,11/18/2022,2022,11,Nov,2022-11,2022Q4,13.67,11/29/2022,11
PO-00357,Alpha_Inc,9/2/2022,9/21/2022,Office Supplies,Delivered,51,63.74,56.1,0,Yes,2/9/2022,2022,2,Feb,2022-02,2022Q1,63.74,9/21/2022,224
PO-00358,Gamma_Co,9/29/2022,10/1/2022,Packaging,Delivered,946,81.77,71.65,55,Yes,9/29/2022,2022,9,Sep,2022-09,2022Q3,81.77,1/10/2022,-262
PO-00359,Epsilon_Group,2/10/2023,3/2/2023,Raw Materials,Partially Delivered,1377,94.69,84.2,,Yes,10/2/2023,2023,10,Oct,2023-10,2023Q4,94.69,2/3/2023,-241
PO-00360,Epsilon_Group,5/15/2022,5/18/2022,Packaging,Cancelled,303,41.6,40.51,11,Yes,5/15/2022,2022,5,May,2022-05,2022Q2,41.6,5/18/2022,3
PO-00361,Alpha_Inc,11/19/2023,12/3/2023,Raw Materials,Delivered,1725,93.14,79.62,24,Yes,11/19/2023,2023,11,Nov,2023-11,2023Q4,93.14,3/12/2023,-252
PO-00362,Beta_Supplies,10/23/2023,11/7/2023,Raw Materials,Cancelled,502,22.05,20.65,50,No,10/23/2023,2023,10,Oct,2023-10,2023Q4,22.05,7/11/2023,-104
PO-00363,Gamma_Co,11/4/2022,11/11/2022,Packaging,Delivered,1110,90.49,80.03,61,Yes,4/11/2022,2022,4,Apr,2022-04,2022Q2,90.49,11/11/2022,214
PO-00364,Alpha_Inc,4/14/2023,4/18/2023,Packaging,Delivered,1233,23.08,20.57,,Yes,4/14/2023,2023,4,Apr,2023-04,2023Q2,23.08,4/18/2023,4
PO-00365,Beta_Supplies,11/20/2022,11/24/2022,Office Supplies,Delivered,1064,48.04,43.6,94,Yes,11/20/2022,2022,11,Nov,2022-11,2022Q4,48.04,11/24/2022,4
PO-00366,Epsilon_Group,3/16/2022,4/4/2022,Packaging,Partially Delivered,58,82.57,76.55,,Yes,3/16/2022,2022,3,Mar,2022-03,2022Q1,82.57,4/4/2022,19
PO-00367,Beta_Supplies,1/10/2022,1/20/2022,MRO,Delivered,1306,23.49,20.17,116,No,10/1/2022,2022,10,Oct,2022-10,2022Q4,23.49,1/20/2022,-254
PO-00368,Delta_Logistics,4/15/2023,4/28/2023,Electronics,Delivered,1172,32.93,29.28,,No,4/15/2023,2023,4,Apr,2023-04,2023Q2,32.93,4/28/2023,13
PO-00369,Alpha_Inc,9/29/2023,,Packaging,Delivered,1732,82.5,71.71,24,Yes,9/29/2023,2023,9,Sep,2023-09,2023Q3,82.5,,
PO-00370,Gamma_Co,7/31/2023,8/7/2023,Raw Materials,Delivered,865,81.54,71.59,39,Yes,7/31/2023,2023,7,Jul,2023-07,2023Q3,81.54,7/8/2023,-23
PO-00371,Beta_Supplies,4/13/2022,4/20/2022,Raw Materials,Delivered,257,68.72,66.92,22,Yes,4/13/2022,2022,4,Apr,2022-04,2022Q2,68.72,4/20/2022,7
PO-00372,Epsilon_Group,3/17/2022,3/26/2022,Packaging,Delivered,1204,73.18,67.59,31,Yes,3/17/2022,2022,3,Mar,2022-03,2022Q1,73.18,3/26/2022,9
PO-00373,Beta_Supplies,7/5/2023,7/9/2023,Electronics,Partially Delivered,453,64.14,60.18,51,Yes,5/7/2023,2023,5,May,2023-05,2023Q2,64.14,9/7/2023,123
PO-00374,Epsilon_Group,8/7/2022,8/21/2022,Electronics,Delivered,201,33.81,32.54,3,Yes,7/8/2022,2022,7,Jul,2022-07,2022Q3,33.81,8/21/2022,44
PO-00375,Delta_Logistics,6/3/2023,6/16/2023,Office Supplies,Delivered,103,44.61,42.88,10,Yes,3/6/2023,2023,3,Mar,2023-03,2023Q1,44.61,6/16/2023,102
PO-00376,Epsilon_Group,9/29/2022,10/7/2022,Office Supplies,Delivered,1193,27.4,27.09,,Yes,9/29/2022,2022,9,Sep,2022-09,2022Q3,27.4,7/10/2022,-81
PO-00377,Gamma_Co,5/16/2022,5/28/2022,Office Supplies,Partially Delivered,1746,93.6,89.81,85,Yes,5/16/2022,2022,5,May,2022-05,2022Q2,93.6,5/28/2022,12
PO-00378,Delta_Logistics,12/24/2022,12/26/2022,Electronics,Delivered,1993,65.94,59.36,,Yes,12/24/2022,2022,12,Dec,2022-12,2022Q4,65.94,12/26/2022,2
PO-00379,Beta_Supplies,3/12/2022,3/27/2022,Raw Materials,Delivered,677,46.54,43.11,,No,12/3/2022,2022,12,Dec,2022-12,2022Q4,46.54,3/27/2022,-251
PO-00380,Alpha_Inc,9/8/2022,,Office Supplies,Pending,636,53.64,49.23,18,Yes,8/9/2022,2022,8,Aug,2022-08,2022Q3,53.64,,
PO-00381,Epsilon_Group,1/14/2023,2/2/2023,Packaging,Delivered,1698,100.97,98.73,52,Yes,1/14/2023,2023,1,Jan,2023-01,2023Q1,100.97,2/2/2023,19
PO-00382,Gamma_Co,10/19/2022,11/1/2022,Office Supplies,Delivered,1493,24.87,22.89,56,Yes,10/19/2022,2022,10,Oct,2022-10,2022Q4,24.87,1/11/2022,-281
PO-00383,Alpha_Inc,6/11/2022,6/25/2022,Packaging,Delivered,1495,64.33,58.18,26,Yes,11/6/2022,2022,11,Nov,2022-11,2022Q4,64.33,6/25/2022,-134
PO-00384,Alpha_Inc,3/25/2023,4/7/2023,Packaging,Cancelled,153,59.42,52,3,Yes,3/25/2023,2023,3,Mar,2023-03,2023Q1,59.42,7/4/2023,101
PO-00385,Delta_Logistics,7/11/2023,7/22/2023,Raw Materials,Cancelled,1925,70.88,63.41,292,Yes,11/7/2023,2023,11,Nov,2023-11,2023Q4,70.88,7/22/2023,-108
PO-00386,Beta_Supplies,12/22/2023,1/11/2024,Packaging,Delivered,303,12.97,11.42,,No,12/22/2023,2023,12,Dec,2023-12,2023Q4,12.97,11/1/2024,315
PO-00387,Alpha_Inc,11/6/2022,11/18/2022,Office Supplies,Delivered,1300,92.92,90.63,,Yes,6/11/2022,2022,6,Jun,2022-06,2022Q2,92.92,11/18/2022,160
PO-00388,Gamma_Co,9/19/2023,9/23/2023,Raw Materials,Delivered,1185,103.28,99.05,,Yes,9/19/2023,2023,9,Sep,2023-09,2023Q3,103.28,9/23/2023,4
PO-00389,Epsilon_Group,11/1/2023,11/20/2023,Raw Materials,Delivered,559,67.56,57.98,15,Yes,1/11/2023,2023,1,Jan,2023-01,2023Q1,67.56,11/20/2023,313
PO-00390,Epsilon_Group,6/26/2023,6/29/2023,Electronics,Pending,1546,78.88,78,38,Yes,6/26/2023,2023,6,Jun,2023-06,2023Q2,78.88,6/29/2023,3
PO-00391,Epsilon_Group,1/9/2022,1/19/2022,Packaging,Delivered,148,93.02,85.96,4,Yes,9/1/2022,2022,9,Sep,2022-09,2022Q3,93.02,1/19/2022,-225
PO-00392,Delta_Logistics,11/15/2023,11/23/2023,Office Supplies,Delivered,202,81.75,78.26,37,No,11/15/2023,2023,11,Nov,2023-11,2023Q4,81.75,11/23/2023,8
PO-00393,Gamma_Co,7/22/2023,7/28/2023,Packaging,Delivered,1934,25.86,25.6,78,Yes,7/22/2023,2023,7,Jul,2023-07,2023Q3,25.86,7/28/2023,6
PO-00394,Alpha_Inc,11/3/2022,11/7/2022,Office Supplies,Delivered,963,64.96,64.07,20,Yes,3/11/2022,2022,3,Mar,2022-03,2022Q1,64.96,7/11/2022,122
PO-00395,Gamma_Co,11/11/2023,11/18/2023,MRO,Delivered,1969,71.71,61.96,,Yes,11/11/2023,2023,11,Nov,2023-11,2023Q4,71.71,11/18/2023,7
PO-00396,Delta_Logistics,4/17/2022,,Electronics,Delivered,927,48.89,46.05,138,Yes,4/17/2022,2022,4,Apr,2022-04,2022Q2,48.89,,
PO-00397,Delta_Logistics,5/18/2022,5/23/2022,Raw Materials,Cancelled,387,77.81,69.04,67,Yes,5/18/2022,2022,5,May,2022-05,2022Q2,77.81,5/23/2022,5
PO-00398,Beta_Supplies,9/28/2022,10/3/2022,Electronics,Delivered,1779,97.86,94.36,176,Yes,9/28/2022,2022,9,Sep,2022-09,2022Q3,97.86,3/10/2022,-202
PO-00399,Gamma_Co,4/29/2022,5/5/2022,MRO,Pending,871,94.7,92.66,46,Yes,4/29/2022,2022,4,Apr,2022-04,2022Q2,94.7,5/5/2022,6
PO-00400,Epsilon_Group,4/20/2022,4/23/2022,Electronics,Delivered,1236,51.33,44.03,25,Yes,4/20/2022,2022,4,Apr,2022-04,2022Q2,51.33,4/23/2022,3
PO-00401,Delta_Logistics,7/21/2023,8/6/2023,Electronics,Delivered,1793,22.01,21.78,285,Yes,7/21/2023,2023,7,Jul,2023-07,2023Q3,22.01,6/8/2023,-43
PO-00402,Delta_Logistics,6/9/2022,6/28/2022,MRO,Delivered,1006,101.1,89.04,139,Yes,9/6/2022,2022,9,Sep,2022-09,2022Q3,101.1,6/28/2022,-70
PO-00403,Beta_Supplies,10/6/2022,10/21/2022,Electronics,Cancelled,1754,89.35,86.54,161,No,6/10/2022,2022,6,Jun,2022-06,2022Q2,89.35,10/21/2022,133
PO-00404,Epsilon_Group,10/16/2022,11/4/2022,Electronics,Delivered,210,22.17,21.32,10,Yes,10/16/2022,2022,10,Oct,2022-10,2022Q4,22.17,4/11/2022,-188
PO-00405,Delta_Logistics,9/12/2023,10/2/2023,MRO,Delivered,1653,102.16,91.91,217,Yes,12/9/2023,2023,12,Dec,2023-12,2023Q4,102.16,2/10/2023,-302
PO-00406,Alpha_Inc,8/4/2022,8/15/2022,MRO,Partially Delivered,850,91.38,88.41,24,Yes,4/8/2022,2022,4,Apr,2022-04,2022Q2,91.38,8/15/2022,129
PO-00407,Epsilon_Group,12/18/2022,12/21/2022,Raw Materials,Delivered,447,59.81,57.92,13,Yes,12/18/2022,2022,12,Dec,2022-12,2022Q4,59.81,12/21/2022,3
PO-00408,Gamma_Co,7/28/2022,8/7/2022,Office Supplies,Delivered,1350,65.11,56.95,71,Yes,7/28/2022,2022,7,Jul,2022-07,2022Q3,65.11,7/8/2022,-20
PO-00409,Beta_Supplies,12/5/2023,12/24/2023,Office Supplies,Delivered,865,51.19,47.76,83,Yes,5/12/2023,2023,5,May,2023-05,2023Q2,51.19,12/24/2023,226
PO-00410,Alpha_Inc,10/12/2023,10/29/2023,MRO,Delivered,1989,16.5,15.89,57,Yes,12/10/2023,2023,12,Dec,2023-12,2023Q4,16.5,10/29/2023,-42
PO-00411,Alpha_Inc,9/28/2022,10/13/2022,Office Supplies,Delivered,1577,41.77,39.58,32,Yes,9/28/2022,2022,9,Sep,2022-09,2022Q3,41.77,10/13/2022,15
PO-00412,Gamma_Co,6/2/2023,6/4/2023,Packaging,Pending,1969,89.25,87.28,108,No,2/6/2023,2023,2,Feb,2023-02,2023Q1,89.25,4/6/2023,59
PO-00413,Beta_Supplies,5/16/2023,5/26/2023,Packaging,Partially Delivered,1465,11.25,9.61,151,Yes,5/16/2023,2023,5,May,2023-05,2023Q2,11.25,5/26/2023,10
PO-00414,Delta_Logistics,9/15/2022,9/18/2022,Packaging,Pending,1208,41.62,39.46,,Yes,9/15/2022,2022,9,Sep,2022-09,2022Q3,41.62,9/18/2022,3
PO-00415,Beta_Supplies,2/22/2022,3/11/2022,Raw Materials,Delivered,1268,46.06,45.26,123,Yes,2/22/2022,2022,2,Feb,2022-02,2022Q1,46.06,11/3/2022,254
PO-00416,Delta_Logistics,4/5/2022,4/24/2022,Office Supplies,Delivered,450,59.24,55.03,68,No,5/4/2022,2022,5,May,2022-05,2022Q2,59.24,4/24/2022,-10
PO-00417,Gamma_Co,10/12/2023,10/14/2023,Electronics,Partially Delivered,689,102.53,95.23,38,Yes,12/10/2023,2023,12,Dec,2023-12,2023Q4,102.53,10/14/2023,-57
PO-00418,Gamma_Co,3/10/2023,3/29/2023,MRO,Delivered,1106,44.05,38.6,51,Yes,10/3/2023,2023,10,Oct,2023-10,2023Q4,44.05,3/29/2023,-188
PO-00419,Alpha_Inc,10/11/2022,10/22/2022,Office Supplies,Delivered,737,43.08,42.58,21,Yes,11/10/2022,2022,11,Nov,2022-11,2022Q4,43.08,10/22/2022,-19
PO-00420,Alpha_Inc,2/15/2022,3/4/2022,Raw Materials,Delivered,509,76.76,74.72,7,No,2/15/2022,2022,2,Feb,2022-02,2022Q1,76.76,4/3/2022,47
PO-00421,Alpha_Inc,1/4/2022,1/6/2022,Electronics,Delivered,1004,50.7,46.59,27,Yes,4/1/2022,2022,4,Apr,2022-04,2022Q2,50.7,6/1/2022,61
PO-00422,Gamma_Co,12/8/2022,12/19/2022,MRO,Pending,1956,31.88,28.48,86,Yes,8/12/2022,2022,8,Aug,2022-08,2022Q3,31.88,12/19/2022,129
PO-00423,Delta_Logistics,5/14/2022,,Electronics,Delivered,519,51.73,47.52,81,No,5/14/2022,2022,5,May,2022-05,2022Q2,51.73,,
PO-00424,Gamma_Co,10/15/2023,10/21/2023,MRO,Partially Delivered,1448,25.06,21.62,84,Yes,10/15/2023,2023,10,Oct,2023-10,2023Q4,25.06,10/21/2023,6
PO-00425,Gamma_Co,9/26/2022,10/11/2022,Packaging,Delivered,1095,26.91,23.75,53,Yes,9/26/2022,2022,9,Sep,2022-09,2022Q3,26.91,11/10/2022,45
PO-00426,Alpha_Inc,6/15/2022,,MRO,Delivered,799,56.22,49.51,18,Yes,6/15/2022,2022,6,Jun,2022-06,2022Q2,56.22,,
PO-00427,Beta_Supplies,3/29/2023,4/18/2023,MRO,Partially Delivered,1743,51.04,47.15,160,Yes,3/29/2023,2023,3,Mar,2023-03,2023Q1,51.04,4/18/2023,20
PO-00428,Alpha_Inc,7/19/2023,7/31/2023,Raw Materials,Delivered,87,100.65,85.56,1,Yes,7/19/2023,2023,7,Jul,2023-07,2023Q3,100.65,7/31/2023,12
PO-00429,Beta_Supplies,12/24/2023,,Raw Materials,Delivered,279,47.52,46.5,28,No,12/24/2023,2023,12,Dec,2023-12,2023Q4,47.52,,
PO-00430,Delta_Logistics,3/14/2023,3/25/2023,Raw Materials,Delivered,1438,66.61,58.5,237,Yes,3/14/2023,2023,3,Mar,2023-03,2023Q1,66.61,3/25/2023,11
PO-00431,Delta_Logistics,7/29/2023,7/31/2023,Office Supplies,Partially Delivered,612,72.93,63.32,99,Yes,7/29/2023,2023,7,Jul,2023-07,2023Q3,72.93,7/31/2023,2
PO-00432,Epsilon_Group,1/10/2022,1/21/2022,Packaging,Pending,487,11.18,10.63,15,Yes,10/1/2022,2022,10,Oct,2022-10,2022Q4,11.18,1/21/2022,-253
PO-00433,Epsilon_Group,4/25/2022,4/29/2022,Packaging,Partially Delivered,1849,70.76,69.25,51,Yes,4/25/2022,2022,4,Apr,2022-04,2022Q2,70.76,4/29/2022,4
PO-00434,Epsilon_Group,3/19/2022,4/1/2022,MRO,Partially Delivered,1356,26.28,25.44,47,Yes,3/19/2022,2022,3,Mar,2022-03,2022Q1,26.28,1/4/2022,-74
PO-00435,Delta_Logistics,12/9/2023,12/29/2023,Raw Materials,Delivered,76,107.59,96.33,10,Yes,9/12/2023,2023,9,Sep,2023-09,2023Q3,107.59,12/29/2023,108
PO-00436,Alpha_Inc,6/2/2022,6/13/2022,Packaging,Partially Delivered,275,23.96,20.44,,Yes,2/6/2022,2022,2,Feb,2022-02,2022Q1,23.96,6/13/2022,127
PO-00437,Alpha_Inc,7/13/2023,7/18/2023,Packaging,Delivered,1350,51.57,48.07,,Yes,7/13/2023,2023,7,Jul,2023-07,2023Q3,51.57,7/18/2023,5
PO-00438,Alpha_Inc,2/6/2022,,MRO,Delivered,847,17.77,17.39,,Yes,6/2/2022,2022,6,Jun,2022-06,2022Q2,17.77,,
PO-00439,Gamma_Co,1/14/2023,1/27/2023,MRO,Delivered,1682,105.7,101.3,94,Yes,1/14/2023,2023,1,Jan,2023-01,2023Q1,105.7,1/27/2023,13
